"","ResponseID","Finished","MTurkCode","Q_TotalDuration","Age","NativeLang","BeganEnglish","SpeechProb","NP","Rating","ArbCont","Coll","Meas","Quant","FullCont","Type","ItemNr","OneThing","MoreThings"
"1371","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.bunch.of.folders","b. More than one thing",0,0,1,0,0,"Meas",11,0,1
"1372","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.bottle.of.pills","a. One thing",0,0,0,0,1,"FullCont",12,1,0
"1373","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.stack.of.sandwiches","b. More than one thing",0,1,0,0,0,"Coll",13,0,1
"1374","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","fewer.people","b. More than one thing",0,0,0,1,0,"Quant",14,0,1
"1376","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.crowd.of.onlookers","b. More than one thing",0,1,0,0,0,"Coll",16,0,1
"1380","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.collection.of.coins","a. One thing",0,1,0,0,0,"Coll",20,1,0
"1381","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.ton.of.ties","b. More than one thing",0,0,0,0,1,"Meas",21,0,1
"1382","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","several.pamphlets","b. More than one thing",0,0,0,1,0,"Quant",22,0,1
"1383","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","five.baseballs","b. More than one thing",0,0,0,1,0,"Quant",23,0,1
"1384","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.pile.of.pucks","b. More than one thing",0,1,0,0,0,"Coll",24,0,1
"1385","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.crate.of.tangerines","a. One thing",0,0,0,0,1,"FullCont",25,1,0
"1386","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.couple.of.notepads","b. More than one thing",0,0,1,0,0,"Meas",26,0,1
"1387","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.set.of.dvds","a. One thing",0,1,0,0,0,"Coll",27,1,0
"1388","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.handful.of.cookbooks","b. More than one thing",0,0,1,0,0,"Meas",28,0,1
"1390","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","more.chips","b. More than one thing",0,0,0,1,0,"Quant",30,0,1
"1391","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.bin.of.baseballs","a. One thing",0,0,0,1,0,"FullCont",31,1,0
"1392","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.sack.of.potatoes","a. One thing",0,0,0,0,1,"FullCont",32,1,0
"1393","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.troop.of.preschoolers","b. More than one thing",0,1,0,0,0,"Coll",33,0,1
"1394","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.tube.of.balls","a. One thing",0,0,0,1,0,"FullCont",34,1,0
"1395","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.lot.of.postcards","b. More than one thing",0,0,1,0,0,"Meas",35,0,1
"1396","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.number.of.bags","b. More than one thing",0,0,1,0,0,"Meas",36,0,1
"1397","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","a.group.of.llamas","b. More than one thing",0,1,0,0,0,"Coll",37,0,1
"1400","R_RKRg1HDXJrwmnCh",1,921248,844,47,"English","n/a","No","both.pans","b. More than one thing",0,0,0,1,0,"Quant",40,0,1
"1441","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.vase.of.cattails","a. One thing",0,0,0,0,1,"FullCont",1,1,0
"1442","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.variety.of.mugs","b. More than one thing",0,0,1,0,0,"Meas",2,0,1
"1443","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.pack.of.matches","a. One thing",0,0,0,0,1,"FullCont",3,1,0
"1444","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","all.pies","b. More than one thing",0,0,0,1,0,"Quant",4,0,1
"1445","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","many.clocks","b. More than one thing",0,0,0,1,0,"Quant",5,0,1
"1447","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.heap.of.blankets","b. More than one thing",0,1,0,0,0,"Coll",7,0,1
"1448","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.smattering.of.magazines","b. More than one thing",0,0,1,0,0,"Meas",8,0,1
"1449","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","some.paintings","b. More than one thing",0,0,0,1,0,"Quant",9,0,1
"1450","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.matchbox.of.needles","a. One thing",0,0,0,0,1,"FullCont",10,1,0
"1451","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.bunch.of.folders","a. One thing",0,0,1,0,0,"Meas",11,1,0
"1452","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.bottle.of.pills","a. One thing",0,0,0,0,1,"FullCont",12,1,0
"1453","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.stack.of.sandwiches","b. More than one thing",0,1,0,0,0,"Coll",13,0,1
"1454","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","fewer.people","b. More than one thing",0,0,0,1,0,"Quant",14,0,1
"1456","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.crowd.of.onlookers","b. More than one thing",0,1,0,0,0,"Coll",16,0,1
"1460","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.collection.of.coins","b. More than one thing",0,1,0,0,0,"Coll",20,0,1
"1461","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.ton.of.ties","b. More than one thing",0,0,0,0,1,"Meas",21,0,1
"1462","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","several.pamphlets","b. More than one thing",0,0,0,1,0,"Quant",22,0,1
"1463","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","five.baseballs","b. More than one thing",0,0,0,1,0,"Quant",23,0,1
"1464","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.pile.of.pucks","a. One thing",0,1,0,0,0,"Coll",24,1,0
"1465","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.crate.of.tangerines","a. One thing",0,0,0,0,1,"FullCont",25,1,0
"1466","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.couple.of.notepads","b. More than one thing",0,0,1,0,0,"Meas",26,0,1
"1467","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.set.of.dvds","a. One thing",0,1,0,0,0,"Coll",27,1,0
"1468","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.handful.of.cookbooks","b. More than one thing",0,0,1,0,0,"Meas",28,0,1
"1470","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","more.chips","b. More than one thing",0,0,0,1,0,"Quant",30,0,1
"1471","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.bin.of.baseballs","a. One thing",0,0,0,1,0,"FullCont",31,1,0
"1472","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.sack.of.potatoes","a. One thing",0,0,0,0,1,"FullCont",32,1,0
"1473","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.troop.of.preschoolers","a. One thing",0,1,0,0,0,"Coll",33,1,0
"1474","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.tube.of.balls","a. One thing",0,0,0,1,0,"FullCont",34,1,0
"1475","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.lot.of.postcards","b. More than one thing",0,0,1,0,0,"Meas",35,0,1
"1476","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.number.of.bags","b. More than one thing",0,0,1,0,0,"Meas",36,0,1
"1477","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","a.group.of.llamas","b. More than one thing",0,1,0,0,0,"Coll",37,0,1
"1480","R_W25dx3WeYxlpeff",1,890911,298,43,"English","","No","both.pans","b. More than one thing",0,0,0,1,0,"Quant",40,0,1
"1521","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.vase.of.cattails","b. More than one thing",0,0,0,0,1,"FullCont",1,0,1
"1522","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.variety.of.mugs","b. More than one thing",0,0,1,0,0,"Meas",2,0,1
"1523","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.pack.of.matches","a. One thing",0,0,0,0,1,"FullCont",3,1,0
"1524","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","all.pies","b. More than one thing",0,0,0,1,0,"Quant",4,0,1
"1525","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","many.clocks","b. More than one thing",0,0,0,1,0,"Quant",5,0,1
"1527","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.heap.of.blankets","b. More than one thing",0,1,0,0,0,"Coll",7,0,1
"1528","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.smattering.of.magazines","b. More than one thing",0,0,1,0,0,"Meas",8,0,1
"1529","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","some.paintings","b. More than one thing",0,0,0,1,0,"Quant",9,0,1
"1530","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.matchbox.of.needles","a. One thing",0,0,0,0,1,"FullCont",10,1,0
"1531","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.bunch.of.folders","b. More than one thing",0,0,1,0,0,"Meas",11,0,1
"1532","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.bottle.of.pills","a. One thing",0,0,0,0,1,"FullCont",12,1,0
"1533","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.stack.of.sandwiches","b. More than one thing",0,1,0,0,0,"Coll",13,0,1
"1534","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","fewer.people","b. More than one thing",0,0,0,1,0,"Quant",14,0,1
"1536","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.crowd.of.onlookers","b. More than one thing",0,1,0,0,0,"Coll",16,0,1
"1540","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.collection.of.coins","b. More than one thing",0,1,0,0,0,"Coll",20,0,1
"1541","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.ton.of.ties","b. More than one thing",0,0,0,0,1,"Meas",21,0,1
"1542","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","several.pamphlets","b. More than one thing",0,0,0,1,0,"Quant",22,0,1
"1543","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","five.baseballs","b. More than one thing",0,0,0,1,0,"Quant",23,0,1
"1544","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.pile.of.pucks","b. More than one thing",0,1,0,0,0,"Coll",24,0,1
"1545","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.crate.of.tangerines","a. One thing",0,0,0,0,1,"FullCont",25,1,0
"1546","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.couple.of.notepads","b. More than one thing",0,0,1,0,0,"Meas",26,0,1
"1547","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.set.of.dvds","b. More than one thing",0,1,0,0,0,"Coll",27,0,1
"1548","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.handful.of.cookbooks","b. More than one thing",0,0,1,0,0,"Meas",28,0,1
"1550","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","more.chips","b. More than one thing",0,0,0,1,0,"Quant",30,0,1
"1551","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.bin.of.baseballs","b. More than one thing",0,0,0,1,0,"FullCont",31,0,1
"1552","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.sack.of.potatoes","a. One thing",0,0,0,0,1,"FullCont",32,1,0
"1553","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.troop.of.preschoolers","b. More than one thing",0,1,0,0,0,"Coll",33,0,1
"1554","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.tube.of.balls","a. One thing",0,0,0,1,0,"FullCont",34,1,0
"1555","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.lot.of.postcards","b. More than one thing",0,0,1,0,0,"Meas",35,0,1
"1556","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.number.of.bags","b. More than one thing",0,0,1,0,0,"Meas",36,0,1
"1557","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","a.group.of.llamas","b. More than one thing",0,1,0,0,0,"Coll",37,0,1
"1560","R_Xn9LGat0WlyHEVX",1,87464,407,56,"English","","No","both.pans","b. More than one thing",0,0,0,1,0,"Quant",40,0,1
